,Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Defender,Forward,Midfielder,Goalkeeper
304,Jordan Henderson,14.0,Liverpool,Midfielder,England,30.0,342,185,79,30,0.09,1.0,22.0,7.0,1.0,2.0,344.0,99.0,29%,9.0,16.0,,,673.0,71%,,98.0,437.0,336.0,130.0,,1878.0,1182.0,1223.0,135.0,243.0,241.0,,1.0,46,17932,52.43,49.0,792.0,23%,129.0,1188.0,,,,,,,,,34,2,299,29.0,0,0,Jordan Henderson,0
305,Alex Oxlade-Chamberlain,15.0,Liverpool,Midfielder,England,27.0,196,114,41,16,0.08,0.0,14.0,2.0,0.0,0.0,237.0,65.0,27%,8.0,11.0,,,188.0,74%,,87.0,133.0,75.0,25.0,,566.0,707.0,704.0,344.0,76.0,131.0,,3.0,22,4570,23.32,27.0,421.0,20%,53.0,250.0,,,,,,,,,10,0,104,13.0,0,0,Alex Oxlade-Chamberlain,0
306,Marko Grujic,16.0,Liverpool,Midfielder,Serbia,24.0,8,4,3,0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50%,0.0,0.0,,,3.0,67%,,0.0,0.0,0.0,0.0,,3.0,12.0,7.0,2.0,5.0,3.0,,0.0,0,47,5.88,0.0,0.0,0%,0.0,0.0,,,,,,,,,1,0,2,0.0,0,0,Marko Grujic,0
307,Curtis Jones,17.0,Liverpool,Midfielder,England,19.0,7,6,0,1,0.14,0.0,1.0,0.0,0.0,0.0,6.0,2.0,33%,0.0,0.0,,,4.0,100%,,1.0,2.0,0.0,0.0,,17.0,9.0,18.0,3.0,2.0,5.0,,0.0,0,143,20.43,0.0,0.0,0%,0.0,3.0,,,,,,,,,0,0,4,0.0,0,0,Curtis Jones,0
308,Harry Wilson,59.0,Liverpool,Midfielder,Wales,23.0,31,7,19,7,0.23,0.0,0.0,7.0,0.0,2.0,56.0,20.0,36%,1.0,2.0,,,23.0,57%,,25.0,11.0,11.0,5.0,,85.0,87.0,92.0,17.0,6.0,22.0,,0.0,0,575,18.55,4.0,35.0,11%,6.0,42.0,,,,,,,,,2,0,12,1.0,0,0,Harry Wilson,0
309,Harvey Elliott,67.0,Liverpool,Midfielder,England,17.0,4,2,2,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,1.0,0.0,0.0,,0.0,0,22,5.5,0.0,3.0,3%,0.0,1.0,,,,,,,,,0,0,0,0.0,0,0,Harvey Elliott,0
310,Xherdan Shaqiri,23.0,Liverpool,Midfielder,Switzerland,28.0,115,49,37,22,0.19,1.0,3.0,18.0,0.0,3.0,187.0,64.0,34%,4.0,10.0,,,70.0,54%,,50.0,43.0,15.0,8.0,,446.0,330.0,467.0,121.0,16.0,48.0,,0.0,18,3039,26.43,32.0,555.0,26%,55.0,175.0,,,,,,,,,12,0,79,30.0,0,0,Xherdan Shaqiri,0
311,Thiago,6.0,Liverpool,Midfielder,Spain,29.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,1.0,1%,,0.0,1.0,0.0,0.0,,3.0,2.0,7.0,0.0,1.0,1.0,,0.0,0,82,82.0,0.0,1.0,1%,0.0,10.0,,,,,,,,,0,0,3,0.0,0,0,Thiago,0
312,Roberto Firmino,9.0,Liverpool,Forward,Brazil,28.0,177,115,23,57,0.32,13.0,29.0,14.0,2.0,0.0,424.0,182.0,43%,10.0,51.0,,,259.0,,,121.0,73.0,61.0,47.0,,,,,,,,,,36,6222,35.15,50.0,159.0,,,,,,,,,,,,8,0,206,60.0,0,Roberto Firmino,0,0
313,Sadio Mané,10.0,Liverpool,Forward,Senegal,28.0,196,121,35,86,0.44,11.0,52.0,23.0,0.0,0.0,445.0,190.0,43%,13.0,65.0,,,226.0,,,92.0,97.0,53.0,26.0,,,,,,,,,,29,6136,31.31,43.0,278.0,,,,,,,,,,,,21,3,215,117.0,0,Sadio Mané,0,0
314,Mohamed Salah,11.0,Liverpool,Forward,Egypt,28.0,123,90,12,78,0.63,4.0,11.0,63.0,9.0,0.0,449.0,201.0,45%,11.0,58.0,,,58.0,,,114.0,25.0,11.0,6.0,,,,,,,,,,29,3357,27.29,41.0,200.0,,,,,,,,,,,,4,0,63,65.0,0,Mohamed Salah,0,0
315,Takumi Minamino,18.0,Liverpool,Forward,Japan,25.0,11,7,3,0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25%,0.0,1.0,,,3.0,,,3.0,0.0,3.0,0.0,,,,,,,,,,0,107,9.73,0.0,2.0,,,,,,,,,,,,0,0,7,0.0,0,Takumi Minamino,0,0
316,Rhian Brewster,24.0,Liverpool,Forward,England,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Rhian Brewster,0,0
317,Divock Origi,27.0,Liverpool,Forward,Belgium,25.0,91,57,14,19,0.21,6.0,11.0,2.0,0.0,0.0,89.0,39.0,44%,4.0,8.0,,,34.0,,,22.0,7.0,9.0,3.0,,,,,,,,,,6,861,9.46,3.0,68.0,,,,,,,,,,,,1,0,47,26.0,0,Divock Origi,0,0
318,Ben Woodburn,58.0,Liverpool,Forward,Wales,20.0,6,5,1,0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2%,0.0,0.0,,,4.0,75%,,2.0,0.0,0.0,0.0,,6.0,7.0,12.0,1.0,1.0,3.0,,0.0,0,40,6.67,0.0,5.0,20%,0.0,0.0,,,,,,,,,0,0,2,0.0,0,Ben Woodburn,0,0
319,Diogo Jota,20.0,Liverpool,Forward,Portugal,23.0,67,27,19,16,0.24,0.0,8.0,8.0,0.0,0.0,127.0,50.0,39%,4.0,20.0,,,56.0,,,35.0,22.0,20.0,14.0,,,,,,,,,,6,1585,23.66,13.0,74.0,,,,,,,,,,,,15,0,84,9.0,0,Diogo Jota,0,0
320,Ederson,31.0,Man City,Goalkeeper,Brazil,27.0,110,87,14,0,,,,,,,,,,,,52.0,78.0,,,,,,,,,,,,,,,0.0,5.0,1,2781,25.28,,,,,405.0,184.0,2.0,28.0,45.0,13.0,76.0,538.0,496.0,6,1,4,,0,0,0,Ederson
321,Scott Carson,33.0,Man City,Goalkeeper,England,35.0,145,44,66,0,,,,,,,,,,,,30.0,222.0,,,,,,,,,,,,,,,1.0,10.0,2,2722,18.77,,,,,832.0,433.0,3.0,66.0,161.0,164.0,23.0,489.0,1385.0,6,1,4,,0,0,0,Scott Carson
322,Zack Steffen,,Man City,Goalkeeper,United States,25.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Zack Steffen
323,Nathan Aké,6.0,Man City,Defender,Netherlands,25.0,147,52,67,12,,6.0,1.0,5.0,,,,,,4.0,,30.0,221.0,255.0,63%,3.0,20.0,206.0,757.0,413.0,5.0,634.0,661.0,443.0,29.0,314.0,273.0,0.0,0.0,6,5634,38.33,9.0,61.0,20%,3.0,260.0,,,,,,,,,15,1,97,7.0,Nathan Aké,0,0,0
324,Kyle Walker,2.0,Man City,Defender,England,30.0,293,183,50,7,,0.0,6.0,1.0,,,,,,3.0,,99.0,270.0,600.0,76%,4.0,55.0,498.0,820.0,355.0,4.0,1592.0,1510.0,1104.0,239.0,446.0,292.0,2.0,6.0,29,15694,53.56,25.0,748.0,17%,29.0,900.0,,,,,,,,,45,1,239,22.0,Kyle Walker,0,0,0
325,John Stones,5.0,Man City,Defender,England,26.0,163,90,39,1,,1.0,0.0,0.0,,,,,,1.0,,43.0,161.0,180.0,74%,4.0,7.0,191.0,601.0,338.0,4.0,717.0,664.0,316.0,96.0,330.0,172.0,0.0,7.0,0,8950,54.91,5.0,18.0,28%,2.0,587.0,,,,,,,,,7,0,45,3.0,John Stones,0,0,0
326,Oleksandr Zinchenko,11.0,Man City,Defender,Ukraine,23.0,41,34,6,0,41.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,21%,0.0,0.0,,,88.0,63%,,11.0,43.0,42.0,27.0,,188.0,173.0,161.0,11.0,66.0,58.0,,2.0,3,3066,74.78,5.0,101.0,20%,3.0,86.0,,,,,,,,,2,1,35,4.0,Oleksandr Zinchenko,0,0,0
327,Aymeric Laporte,14.0,Man City,Defender,France,26.0,59,50,6,4,,4.0,0.0,0.0,,,,,,0.0,,25.0,31.0,63.0,52%,0.0,7.0,70.0,147.0,88.0,0.0,342.0,226.0,144.0,8.0,127.0,79.0,0.0,0.0,3,4957,84.02,1.0,8.0,13%,1.0,274.0,,,,,,,,,5,0,40,2.0,Aymeric Laporte,0,0,0
328,Benjamin Mendy,22.0,Man City,Defender,France,26.0,37,29,3,0,,0.0,0.0,0.0,,,,,,1.0,,11.0,21.0,40.0,75%,0.0,11.0,35.0,43.0,27.0,0.0,175.0,104.0,164.0,32.0,28.0,47.0,0.0,2.0,8,1999,54.03,7.0,176.0,23%,2.0,53.0,,,,,,,,,7,0,32,1.0,Benjamin Mendy,0,0,0
329,João Cancelo,27.0,Man City,Defender,Portugal,26.0,17,12,4,0,,0.0,0.0,0.0,,,,,,0.0,,5.0,11.0,40.0,60%,0.0,3.0,21.0,16.0,12.0,0.0,99.0,104.0,79.0,37.0,19.0,22.0,0.0,0.0,0,1010,59.41,6.0,47.0,15%,0.0,38.0,,,,,,,,,4,0,17,0.0,João Cancelo,0,0,0
330,Nicolás Otamendi,30.0,Man City,Defender,Argentina,32.0,136,94,22,8,,5.0,3.0,0.0,,,,,,2.0,,49.0,116.0,269.0,68%,1.0,21.0,286.0,649.0,388.0,5.0,707.0,766.0,476.0,32.0,388.0,246.0,1.0,5.0,1,9366,68.87,3.0,7.0,14%,8.0,432.0,,,,,,,,,31,0,118,1.0,Nicolás Otamendi,0,0,0
331,Eric García,50.0,Man City,Defender,Spain,19.0,13,11,2,0,,0.0,0.0,0.0,,,,,,0.0,,3.0,7.0,6.0,17%,0.0,0.0,18.0,31.0,14.0,0.0,38.0,25.0,34.0,6.0,11.0,20.0,0.0,0.0,0,728,56.0,0.0,1.0,100%,0.0,26.0,,,,,,,,,1,0,9,0.0,Eric García,0,0,0
332,Patrick Roberts,,Man City,Midfielder,England,23.0,6,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,1.0,100%,,0.0,0.0,0.0,0.0,,2.0,10.0,3.0,6.0,0.0,0.0,,0.0,0,30,5.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,1,0,2,0.0,0,0,Patrick Roberts,0
333,Ilkay Gündogan,8.0,Man City,Midfielder,Germany,29.0,102,75,17,15,0.15,2.0,10.0,3.0,2.0,1.0,127.0,34.0,27%,3.0,7.0,,,83.0,60%,,47.0,84.0,45.0,19.0,,462.0,262.0,273.0,74.0,43.0,56.0,,0.0,6,5854,57.39,12.0,143.0,29%,36.0,224.0,,,,,,,,,13,0,45,2.0,0,0,Ilkay Gündogan,0
334,Rodrigo,16.0,Man City,Midfielder,Spain,24.0,36,25,8,3,0.08,1.0,2.0,0.0,0.0,0.0,25.0,9.0,36%,0.0,0.0,,,53.0,58%,,4.0,27.0,32.0,19.0,,235.0,177.0,147.0,33.0,59.0,31.0,,0.0,2,2673,74.25,3.0,8.0,25%,2.0,174.0,,,,,,,,,9,0,45,0.0,0,0,Rodrigo,0
335,Kevin De Bruyne,17.0,Man City,Midfielder,Belgium,29.0,156,109,22,37,0.24,0.0,28.0,9.0,3.0,3.0,367.0,133.0,36%,20.0,13.0,,,214.0,68%,,97.0,88.0,59.0,30.0,,758.0,633.0,768.0,221.0,64.0,103.0,,1.0,67,8407,53.89,97.0,1109.0,26%,131.0,436.0,,,,,,,,,14,0,122,16.0,0,0,Kevin De Bruyne,0
336,Bernardo Silva,20.0,Man City,Midfielder,Portugal,26.0,105,81,15,19,0.18,2.0,1.0,16.0,0.0,0.0,139.0,51.0,37%,3.0,17.0,,,115.0,65%,,50.0,59.0,46.0,14.0,,366.0,334.0,378.0,118.0,30.0,65.0,,0.0,18,4015,38.24,21.0,192.0,20%,13.0,132.0,,,,,,,,,8,0,63,4.0,0,0,Bernardo Silva,0
337,Fernandinho,25.0,Man City,Midfielder,Brazil,35.0,225,156,36,18,0.08,2.0,14.0,2.0,0.0,0.0,217.0,63.0,29%,3.0,11.0,,,549.0,70%,,50.0,353.0,415.0,267.0,,1300.0,1338.0,1193.0,184.0,427.0,339.0,,0.0,16,14806,65.8,24.0,69.0,22%,75.0,650.0,,,,,,,,,46,4,324,4.0,0,0,Fernandinho,0
338,Phil Foden,47.0,Man City,Midfielder,England,20.0,42,38,3,7,0.17,1.0,1.0,5.0,0.0,0.0,50.0,22.0,44%,1.0,3.0,,,25.0,76%,,11.0,10.0,4.0,1.0,,52.0,99.0,96.0,40.0,13.0,29.0,,0.0,3,819,19.5,3.0,38.0,24%,7.0,21.0,,,,,,,,,0,0,17,1.0,0,0,Phil Foden,0
339,Tommy Doyle,69.0,Man City,Midfielder,England,18.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0,20,20.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Tommy Doyle,0
340,Adrián Bernabé,82.0,Man City,Midfielder,Spain,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Adrián Bernabé,0
341,Ferran Torres,21.0,Man City,Forward,Spain,20.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,1,1.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Ferran Torres,0,0
342,Raheem Sterling,7.0,Man City,Forward,England,25.0,260,161,55,86,0.33,6.0,55.0,25.0,1.0,0.0,545.0,222.0,41%,20.0,72.0,,,256.0,,,155.0,125.0,52.0,20.0,,,,,,,,,,45,8317,31.99,61.0,514.0,,,,,,,,,,,,28,1,297,95.0,0,Raheem Sterling,0,0
343,Gabriel Jesus,9.0,Man City,Forward,Brazil,23.0,103,80,12,42,0.41,8.0,22.0,12.0,2.0,0.0,227.0,122.0,54%,7.0,58.0,,,56.0,,,38.0,25.0,17.0,13.0,,,,,,,,,,17,1830,17.77,16.0,14.0,,,,,,,,,,,,13,0,79,59.0,0,Gabriel Jesus,0,0
344,Sergio Agüero,10.0,Man City,Forward,Argentina,32.0,263,177,44,180,0.68,18.0,127.0,34.0,26.0,0.0,996.0,411.0,41%,34.0,126.0,,,150.0,,,230.0,73.0,14.0,3.0,,,,,,,,,,46,6134,23.32,59.0,176.0,,,,,,,,,,,,23,1,167,194.0,0,Sergio Agüero,0,0
345,Riyad Mahrez,26.0,Man City,Forward,Algeria,29.0,199,98,58,57,0.29,3.0,9.0,44.0,8.0,3.0,426.0,185.0,43%,10.0,28.0,,,211.0,,,125.0,141.0,50.0,22.0,,,,,,,,,,40,6019,30.25,80.0,741.0,,,,,,,,,,,,7,0,117,45.0,0,Riyad Mahrez,0,0
346,Liam Delap,48.0,Man City,Forward,England,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0,Liam Delap,0,0
347,David de Gea,1.0,Man United,Goalkeeper,Spain,29.0,314,174,66,0,,,,,,,,,,,,113.0,317.0,,,,,,,,,,,,,,,1.0,13.0,0,7009,22.32,,,,,1943.0,870.0,2.0,108.0,185.0,107.0,87.0,1205.0,2452.0,6,0,1,,0,0,0,David de Gea
348,Lee Grant,,Man United,Goalkeeper,England,37.0,31,10,12,0,,,,,,,,,,,,9.0,41.0,,,,,,,,,,,,,,,0.0,0.0,0,959,30.94,,,,,365.0,99.0,0.0,21.0,24.0,16.0,21.0,114.0,301.0,1,0,0,,0,0,0,Lee Grant
349,Sergio Romero,22.0,Man United,Goalkeeper,Argentina,33.0,7,4,1,0,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0,181,25.86,,,,,54.0,20.0,1.0,1.0,10.0,2.0,5.0,39.0,38.0,0,0,0,,0,0,0,Sergio Romero
350,Dean Henderson,26.0,Man United,Goalkeeper,England,23.0,36,14,11,0,,,,,,,,,,,,13.0,33.0,,,,,,,,,,,,,,,0.0,1.0,0,934,25.94,,,,,265.0,97.0,1.0,16.0,16.0,7.0,8.0,106.0,261.0,2,0,0,,0,0,0,Dean Henderson
351,Victor Lindelöf,2.0,Man United,Defender,Sweden,26.0,83,41,19,2,,1.0,0.0,1.0,,,,,,0.0,,23.0,89.0,86.0,62%,1.0,5.0,63.0,311.0,161.0,0.0,461.0,319.0,191.0,16.0,188.0,117.0,2.0,1.0,1,4419,53.24,5.0,4.0,4%,3.0,172.0,,,,,,,,,8,0,53,0.0,Victor Lindelöf,0,0,0
352,Eric Bailly,3.0,Man United,Defender,Cote D'Ivoire,26.0,54,35,7,1,,0.0,1.0,0.0,,,,,,1.0,,21.0,35.0,92.0,67%,1.0,3.0,102.0,226.0,88.0,0.0,281.0,229.0,123.0,23.0,75.0,42.0,1.0,0.0,0,1682,31.15,0.0,2.0,2%,1.0,100.0,,,,,,,,,6,1,45,0.0,Eric Bailly,0,0,0
353,Phil Jones,4.0,Man United,Defender,England,28.0,200,104,44,2,,1.0,1.0,0.0,,,,,,3.0,,60.0,170.0,394.0,73%,11.0,19.0,404.0,1073.0,560.0,3.0,872.0,1051.0,608.0,75.0,407.0,237.0,2.0,1.0,6,7835,39.18,11.0,137.0,20%,13.0,485.0,,,,,,,,,27,0,155,3.0,Phil Jones,0,0,0
354,Harry Maguire,5.0,Man United,Defender,England,27.0,140,50,58,8,,4.0,4.0,0.0,,,,,,4.0,,32.0,195.0,191.0,69%,3.0,23.0,233.0,639.0,396.0,0.0,871.0,895.0,433.0,107.0,494.0,202.0,0.0,1.0,7,7325,52.32,9.0,34.0,15%,6.0,646.0,,,,,,,,,26,1,117,17.0,Harry Maguire,0,0,0
355,Chris Smalling,12.0,Man United,Defender,England,30.0,219,122,56,12,,8.0,2.0,2.0,,,,,,2.0,,66.0,210.0,283.0,68%,8.0,32.0,360.0,1287.0,670.0,0.0,897.0,1082.0,629.0,59.0,645.0,324.0,4.0,3.0,2,8092,36.95,3.0,63.0,35%,7.0,517.0,,,,,,,,,18,1,192,14.0,Chris Smalling,0,0,0
356,Marcos Rojo,16.0,Man United,Defender,Argentina,30.0,76,45,10,1,,0.0,0.0,1.0,,,,,,0.0,,21.0,58.0,140.0,71%,0.0,14.0,130.0,383.0,213.0,0.0,358.0,351.0,264.0,26.0,154.0,113.0,1.0,1.0,1,3503,46.09,1.0,83.0,22%,2.0,238.0,,,,,,,,,23,0,81,2.0,Marcos Rojo,0,0,0
357,Diogo Dalot,20.0,Man United,Defender,Portugal,21.0,20,9,7,0,,0.0,0.0,0.0,,,,,,0.0,,1.0,19.0,27.0,52%,0.0,5.0,12.0,31.0,13.0,0.0,58.0,65.0,37.0,11.0,25.0,6.0,0.0,0.0,2,474,23.7,5.0,53.0,26%,0.0,10.0,,,,,,,,,3,0,13,2.0,Diogo Dalot,0,0,0
358,Luke Shaw,23.0,Man United,Defender,England,25.0,157,68,39,1,,0.0,0.0,1.0,,,,,,2.0,,43.0,141.0,275.0,73%,3.0,31.0,167.0,464.0,228.0,0.0,681.0,821.0,630.0,163.0,261.0,198.0,0.0,1.0,7,6663,42.44,14.0,425.0,21%,9.0,171.0,,,,,,,,,29,1,138,7.0,Luke Shaw,0,0,0
359,Timothy Fosu-Mensah,24.0,Man United,Defender,Netherlands,22.0,49,17,23,0,,0.0,0.0,0.0,,,,,,0.0,,5.0,51.0,80.0,69%,3.0,5.0,65.0,110.0,49.0,0.0,175.0,151.0,135.0,24.0,31.0,46.0,1.0,1.0,1,1316,26.86,2.0,40.0,23%,2.0,59.0,,,,,,,,,8,0,36,2.0,Timothy Fosu-Mensah,0,0,0
360,Aaron Wan-Bissaka,29.0,Man United,Defender,England,22.0,77,32,26,0,,0.0,0.0,0.0,,,,,,0.0,,25.0,89.0,287.0,66%,0.0,7.0,165.0,221.0,100.0,1.0,423.0,529.0,300.0,128.0,76.0,75.0,0.0,0.0,7,3019,39.21,8.0,179.0,17%,3.0,72.0,,,,,,,,,13,1,46,3.0,Aaron Wan-Bissaka,0,0,0
361,Axel Tuanzebe,38.0,Man United,Defender,England,22.0,10,4,3,0,,0.0,0.0,0.0,,,,,,0.0,,1.0,7.0,11.0,64%,0.0,1.0,12.0,12.0,9.0,0.0,28.0,24.0,37.0,1.0,5.0,17.0,0.0,1.0,0,279,27.9,0.0,1.0,1%,0.0,6.0,,,,,,,,,0,0,9,0.0,Axel Tuanzebe,0,0,0
362,Brandon Williams,33.0,Man United,Defender,England,20.0,17,8,3,1,,0.0,1.0,0.0,,,,,,0.0,,4.0,11.0,21.0,71%,0.0,1.0,16.0,14.0,10.0,0.0,68.0,62.0,53.0,16.0,10.0,9.0,0.0,0.0,0,551,32.41,0.0,12.0,25%,1.0,16.0,,,,,,,,,6,0,13,1.0,Brandon Williams,0,0,0
363,Teden Mengi,71.0,Man United,Defender,England,18.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Teden Mengi,0,0,0
364,Paul Pogba,6.0,Man United,Midfielder,France,27.0,112,63,18,25,0.22,4.0,19.0,2.0,7.0,0.0,301.0,110.0,37%,11.0,21.0,,,157.0,67%,,81.0,83.0,116.0,77.0,,718.0,824.0,753.0,239.0,224.0,159.0,,1.0,26,7139,63.74,21.0,105.0,14%,68.0,547.0,,,,,,,,,19,1,190,13.0,0,0,Paul Pogba,0
365,Juan Mata,8.0,Man United,Midfielder,Spain,32.0,262,136,61,51,0.19,2.0,7.0,42.0,2.0,8.0,362.0,133.0,37%,11.0,29.0,,,196.0,71%,,99.0,132.0,63.0,5.0,,1084.0,616.0,890.0,173.0,22.0,68.0,,1.0,52,11379,43.43,68.0,1099.0,24%,89.0,641.0,,,,,,,,,19,1,134,102.0,0,0,Juan Mata,0
366,Jesse Lingard,14.0,Man United,Midfielder,England,27.0,133,68,31,18,0.14,2.0,15.0,1.0,1.0,0.0,178.0,69.0,39%,6.0,18.0,,,130.0,68%,,53.0,52.0,34.0,4.0,,336.0,358.0,526.0,96.0,19.0,100.0,,0.0,10,3536,26.59,18.0,121.0,16%,30.0,59.0,,,,,,,,,15,0,140,20.0,0,0,Jesse Lingard,0
367,Andreas Pereira,15.0,Man United,Midfielder,Brazil,24.0,45,21,13,2,0.04,0.0,1.0,1.0,0.0,0.0,45.0,16.0,36%,0.0,1.0,,,34.0,62%,,14.0,20.0,12.0,4.0,,140.0,101.0,213.0,32.0,13.0,49.0,,1.0,4,1111,24.69,8.0,88.0,19%,3.0,42.0,,,,,,,,,10,0,42,4.0,0,0,Andreas Pereira,0
368,Fred,17.0,Man United,Midfielder,Brazil,27.0,46,22,14,1,0.02,0.0,1.0,0.0,0.0,0.0,57.0,12.0,21%,3.0,1.0,,,89.0,55%,,13.0,54.0,35.0,9.0,,339.0,205.0,250.0,50.0,12.0,32.0,,1.0,1,2437,52.98,4.0,76.0,25%,6.0,170.0,,,,,,,,,10,0,67,2.0,0,0,Fred,0
369,Bruno Fernandes,18.0,Man United,Midfielder,Portugal,26.0,15,9,1,8,0.53,0.0,8.0,0.0,4.0,1.0,47.0,19.0,40%,3.0,4.0,,,24.0,54%,,9.0,11.0,14.0,9.0,,75.0,57.0,76.0,15.0,3.0,11.0,,0.0,7,871,58.07,3.0,87.0,21%,8.0,52.0,,,,,,,,,2,0,10,2.0,0,0,Bruno Fernandes,0
370,Daniel James,21.0,Man United,Midfielder,Wales,22.0,34,15,9,3,0.09,0.0,3.0,0.0,0.0,0.0,43.0,20.0,47%,0.0,2.0,,,22.0,50%,,11.0,7.0,6.0,1.0,,94.0,111.0,141.0,27.0,8.0,26.0,,0.0,6,722,21.24,6.0,100.0,15%,4.0,13.0,,,,,,,,,4,0,14,2.0,0,0,Daniel James,0
371,Nemanja Matic,31.0,Man United,Midfielder,Serbia,32.0,208,127,36,6,0.03,0.0,2.0,4.0,0.0,0.0,134.0,35.0,26%,3.0,7.0,,,491.0,69%,,46.0,337.0,406.0,255.0,,1583.0,1196.0,1009.0,235.0,343.0,239.0,,1.0,19,12463,59.92,11.0,92.0,20%,26.0,741.0,,,,,,,,,36,3,234,14.0,0,0,Nemanja Matic,0
372,Scott McTominay,39.0,Man United,Midfielder,Scotland,23.0,59,33,13,6,0.1,0.0,4.0,2.0,0.0,0.0,48.0,17.0,35%,0.0,3.0,,,69.0,64%,,17.0,62.0,62.0,39.0,,259.0,288.0,224.0,38.0,94.0,69.0,,1.0,1,1926,32.64,2.0,22.0,18%,4.0,94.0,,,,,,,,,6,0,59,1.0,0,0,Scott McTominay,0
373,Donny van de Beek,34.0,Man United,Midfielder,Netherlands,23.0,1,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,1.0,1%,,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,0.0,0.0,1.0,,0.0,0,22,22.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Donny van de Beek,0
374,Anthony Martial,9.0,Man United,Forward,France,24.0,146,73,37,51,0.35,4.0,36.0,11.0,2.0,0.0,268.0,122.0,46%,5.0,24.0,,,77.0,,,72.0,29.0,56.0,30.0,,,,,,,,,,23,3712,25.42,35.0,200.0,,,,,,,,,,,,8,0,125,49.0,0,Anthony Martial,0,0
375,Marcus Rashford,10.0,Man United,Forward,England,22.0,143,76,28,44,0.31,4.0,35.0,5.0,6.0,1.0,301.0,130.0,43%,9.0,39.0,,,74.0,,,75.0,35.0,70.0,34.0,,,,,,,,,,21,2979,20.83,27.0,258.0,,,,,,,,,,,,12,1,90,52.0,0,Marcus Rashford,0,0
